locus_tag,gene_name,accession,old_locus_tag,start,end,strand,gene_product,COG,uniprot,operon
WA5_RS04495,WA5_RS04495,NC_020519.1,WA5_0861,953039.0,953572.0,-,prolyl oligopeptidase family serine peptidase,Amino acid transport and metabolism,,Op544
WA5_RS15650,WA5_RS15650,NC_020519.1,,953716.0,954908.0,+,IS3 family transposase,"Replication, recombination and repair",,Op545
WA5_RS04510,WA5_RS04510,NC_020519.1,,954949.0,955291.0,+,transposase,"Replication, recombination and repair",,Op545
WA5_RS04515,dld,NC_020519.1,WA5_0865,955682.0,957397.0,-,D-lactate dehydrogenase,Energy production and conversion,Q8NRY8,Op546
WA5_RS04520,WA5_RS04520,NC_020519.1,WA5_0866,957840.0,958997.0,-,DNA methyltransferase,"Replication, recombination and repair",M1USD5,Op547
WA5_RS15655,WA5_RS15655,NC_020519.1,,959824.0,961016.0,+,IS3 family transposase,"Replication, recombination and repair",,Op548
WA5_RS04535,WA5_RS04535,NC_020519.1,WA5_0869,961296.0,961655.0,+,metalloregulator ArsR/SmtB family transcription factor,Transcription,A0A6M4Q8P9,Op549
WA5_RS04540,WA5_RS04540,NC_020519.1,WA5_0870,961613.0,962251.0,+,cadmium resistance transporter,Inorganic ion transport and metabolism,,Op549
WA5_RS04545,WA5_RS04545,NC_020519.1,WA5_0871,962808.0,963641.0,+,TatD family hydrolase,"Replication, recombination and repair",A0A7I8ASM2,Op550
WA5_RS04550,WA5_RS04550,NC_020519.1,WA5_0872,963812.0,964936.0,+,resuscitation-promoting factor,Function unknown,A0A1Q6C2K9,Op551
WA5_RS04555,rsmA,NC_020519.1,WA5_0873,964973.0,965854.0,+,16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase RsmA,"Translation, ribosomal structure and biogenesis",Q8NRY1,Op551
WA5_RS04560,WA5_RS04560,NC_020519.1,WA5_0874,965851.0,966786.0,+,4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase,Lipid transport and metabolism,Q8NRY0,Op551
WA5_RS04565,WA5_RS04565,NC_020519.1,WA5_0875,966827.0,968662.0,+,ABC-F family ATP-binding cassette domain-containing protein,Function unknown,Q8NRX9,Op551
WA5_RS04570,WA5_RS04570,NC_020519.1,WA5_0876,968666.0,969460.0,+,PfkB family carbohydrate kinase,Coenzyme transport and metabolism,Q8NRX8,Op551
WA5_RS04575,WA5_RS04575,NC_020519.1,WA5_0877,969457.0,969939.0,-,TlpA family protein disulfide reductase,Energy production and conversion,A0A7I8AT13,Op552
WA5_RS04580,WA5_RS04580,NC_020519.1,WA5_0878,970028.0,970351.0,+,antibiotic biosynthesis monooxygenase,Function unknown,,Op553
WA5_RS04585,WA5_RS04585,NC_020519.1,WA5_0879,970417.0,970740.0,+,antibiotic biosynthesis monooxygenase,Function unknown,Q8NRX5,Op554
WA5_RS04590,ppk2,NC_020519.1,WA5_0880,970863.0,971825.0,+,polyphosphate kinase 2,Function unknown,Q8NRX4,Op555
WA5_RS04595,WA5_RS04595,NC_020519.1,WA5_0881,972240.0,973034.0,-,Cof-type HAD-IIB family hydrolase,Function unknown,R0J669,Op556
WA5_RS04600,WA5_RS04600,NC_020519.1,WA5_0882,973138.0,974157.0,+,enoyl-CoA hydratase/isomerase family protein,Lipid transport and metabolism,Q8NRX2,Op557
WA5_RS04605,WA5_RS04605,NC_020519.1,WA5_0883,974209.0,974964.0,+,DUF1648 domain-containing protein,Transcription,,Op558
WA5_RS04610,WA5_RS04610,,,,,,,No COG annotation,,
WA5_RS04615,WA5_RS04615,NC_020519.1,WA5_0885,976285.0,977736.0,+,esterase family protein,Function unknown,,Op560
WA5_RS04620,WA5_RS04620,NC_020519.1,WA5_0886,977796.0,978377.0,-,TetR/AcrR family transcriptional regulator,Transcription,Q8NRW8,Op561
WA5_RS04625,WA5_RS04625,NC_020519.1,WA5_0887,978364.0,980739.0,-,MMPL family transporter,Function unknown,Q8NRW7,Op561
WA5_RS04630,rraA,NC_020519.1,WA5_0888,980986.0,981492.0,+,ribonuclease E activity regulator RraA,Coenzyme transport and metabolism,,Op562
WA5_RS04635,WA5_RS04635,,,,,,,No COG annotation,,
WA5_RS04640,WA5_RS04640,NC_020519.1,WA5_0890,982290.0,982718.0,-,DUF2199 domain-containing protein,Function unknown,,Op564
WA5_RS04645,WA5_RS04645,NC_020519.1,WA5_0891,983099.0,984652.0,+,HNH endonuclease,Defense mechanisms,Q8NRW3,Op565
WA5_RS04650,WA5_RS04650,NC_020519.1,WA5_0892,984860.0,986509.0,-,peptide chain release factor 3,"Translation, ribosomal structure and biogenesis",Q8NRW2,Op566
WA5_RS04655,urtA,NC_020519.1,WA5_0893,986738.0,988009.0,+,urea ABC transporter substrate-binding protein,Amino acid transport and metabolism,A0A1Q6BUW6,Op567
WA5_RS04660,urtB,NC_020519.1,WA5_0894,988022.0,988906.0,+,urea ABC transporter permease subunit UrtB,Amino acid transport and metabolism,,Op567
WA5_RS04665,urtC,NC_020519.1,WA5_0895,988903.0,989982.0,+,urea ABC transporter permease subunit UrtC,Amino acid transport and metabolism,,Op567
WA5_RS04670,urtD,NC_020519.1,WA5_0896,989979.0,990707.0,+,urea ABC transporter ATP-binding protein UrtD,Function unknown,,Op567
WA5_RS04675,urtE,NC_020519.1,WA5_0897,990715.0,991416.0,+,urea ABC transporter ATP-binding subunit UrtE,Amino acid transport and metabolism,A0A0U4WUI6,Op567
WA5_RS04680,pth,NC_020519.1,WA5_0898,991413.0,992027.0,-,aminoacyl-tRNA hydrolase,"Translation, ribosomal structure and biogenesis",A0A7I8AVA9,Op568
WA5_RS04685,WA5_RS04685,NC_020519.1,WA5_0899,992057.0,993082.0,+,nitronate monooxygenase family protein,Function unknown,Q8NRV5,Op569
WA5_RS04690,WA5_RS04690,NC_020519.1,WA5_0900,993173.0,994615.0,+,glyceraldehyde-3-phosphate dehydrogenase,Carbohydrate transport and metabolism,,Op570
WA5_RS15660,WA5_RS15660,,,,,,,No COG annotation,,
WA5_RS04695,pth,NC_020519.1,WA5_0901,994841.0,995374.0,-,aminoacyl-tRNA hydrolase,"Translation, ribosomal structure and biogenesis",,Op571
WA5_RS04700,WA5_RS04700,NC_020519.1,WA5_0902,995523.0,996125.0,-,50S ribosomal protein L25/general stress protein Ctc,"Translation, ribosomal structure and biogenesis",Q8NRV2,Op572
WA5_RS04705,WA5_RS04705,NC_020519.1,WA5_0903,996401.0,996832.0,+,VOC family protein,Function unknown,Q8NRV1,Op573
WA5_RS04710,WA5_RS04710,NC_020519.1,WA5_0904,996829.0,997455.0,-,DNA alkylation repair protein,"Replication, recombination and repair",Q8NRV0,Op574
WA5_RS04715,WA5_RS04715,NC_020519.1,WA5_0905,997462.0,998439.0,-,ribose-phosphate diphosphokinase,Nucleotide transport and metabolism,R0HZ47,Op574
WA5_RS04720,glmU,NC_020519.1,WA5_0906,998451.0,999908.0,-,bifunctional UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase GlmU,Cell wall/membrane/envelope biogenesis,Q8NRU8,Op574
WA5_RS04725,WA5_RS04725,NC_020519.1,WA5_0907,1000012.0,1001241.0,-,MFS transporter,Amino acid transport and metabolism,Q8NRU7,Op575
WA5_RS04730,WA5_RS04730,NC_020519.1,WA5_0908,1001325.0,1002866.0,+,multicopper oxidase domain-containing protein,"Secondary metabolites biosynthesis, transport, and catabolism",,Op576
WA5_RS04735,WA5_RS04735,NC_020519.1,WA5_0909,1003012.0,1003932.0,+,ABC transporter ATP-binding protein,Defense mechanisms,Q8NRU5,Op577
WA5_RS04740,WA5_RS04740,NC_020519.1,WA5_0910,1003952.0,1004785.0,+,ABC transporter permease,Energy production and conversion,A0A6L2REH6,Op577
WA5_RS04745,WA5_RS04745,NC_020519.1,WA5_0911,1004828.0,1006087.0,+,sensor histidine kinase,Signal transduction mechanisms,Q8NRU3,Op578
WA5_RS04750,WA5_RS04750,NC_020519.1,WA5_0912,1006088.0,1006699.0,+,response regulator transcription factor,Transcription,A0A1Q3DNU6,Op578
WA5_RS04755,WA5_RS04755,NC_020519.1,WA5_0913,1007048.0,1008154.0,+,YihY/virulence factor BrkB family protein,Function unknown,,Op579
WA5_RS15665,WA5_RS15665,NC_020519.1,,1008258.0,1008533.0,+,hypothetical protein,No COG annotation,,Op580
WA5_RS04760,WA5_RS04760,NC_020519.1,WA5_0914,1008663.0,1010063.0,+,ABC transporter ATP-binding protein/permease,Defense mechanisms,,Op581
WA5_RS04765,WA5_RS04765,NC_020519.1,WA5_0915,1010056.0,1011792.0,+,ABC transporter ATP-binding protein/permease,Defense mechanisms,,Op581
WA5_RS04770,ggt,NC_020519.1,WA5_0916,1011793.0,1013766.0,-,gamma-glutamyltransferase,Amino acid transport and metabolism,,Op582
WA5_RS04775,WA5_RS04775,,,,,,,No COG annotation,,
WA5_RS04780,WA5_RS04780,NC_020519.1,WA5_0918,1014339.0,1014764.0,-,excalibur calcium-binding domain-containing protein,Cell wall/membrane/envelope biogenesis,,Op584
WA5_RS04785,WA5_RS04785,NC_020519.1,WA5_0919,1015141.0,1015851.0,-,IS6 family transposase,"Replication, recombination and repair",Q8NL43,Op585
WA5_RS15670,WA5_RS15670,NC_020519.1,WA5_0920,1015981.0,1016562.0,+,hypothetical protein,Cell wall/membrane/envelope biogenesis,,Op586
WA5_RS04790,WA5_RS04790,,,,,,,No COG annotation,,
WA5_RS04795,WA5_RS04795,NC_020519.1,WA5_0922,1017270.0,1017869.0,-,hypothetical protein,No COG annotation,A0A7I8AT70,Op587
WA5_RS04805,WA5_RS04805,NC_020519.1,WA5_0923,1018415.0,1019068.0,+,TetR/AcrR family transcriptional regulator,Transcription,A0A1Q3DNW9,Op588
WA5_RS04810,mfd,NC_020519.1,WA5_0924,1019074.0,1022718.0,+,transcription-repair coupling factor,"Replication, recombination and repair",,Op588
WA5_RS04815,WA5_RS04815,NC_020519.1,WA5_0925,1022695.0,1024665.0,-,ABC transporter ATP-binding protein/permease,Defense mechanisms,Q8NRS8,Op589
WA5_RS04820,WA5_RS04820,NC_020519.1,WA5_0926,1024662.0,1026395.0,-,ABC transporter ATP-binding protein/permease,Defense mechanisms,Q8NRS7,Op589
WA5_RS04825,WA5_RS04825,NC_020519.1,WA5_0927,1026501.0,1028999.0,-,bifunctional lysylphosphatidylglycerol flippase/synthetase MprF,Function unknown,,Op590
WA5_RS04830,WA5_RS04830,NC_020519.1,WA5_0928,1029002.0,1030282.0,-,alpha/beta hydrolase-fold protein,Function unknown,,Op590
WA5_RS04835,WA5_RS04835,NC_020519.1,WA5_0929,1030365.0,1031870.0,-,amino acid permease,Amino acid transport and metabolism,P35865,Op591
WA5_RS04840,WA5_RS04840,NC_020519.1,WA5_0930,1031971.0,1032183.0,+,antitoxin,Function unknown,R0JR28,Op592
WA5_RS04845,WA5_RS04845,NC_020519.1,WA5_0931,1032195.0,1032782.0,+,hypothetical protein,Function unknown,Q8NRS5,Op592
WA5_RS04850,WA5_RS04850,NC_020519.1,WA5_0932,1032756.0,1033127.0,-,hypothetical protein,Function unknown,A0A1Q6BUV3,Op593
WA5_RS04855,WA5_RS04855,NC_020519.1,WA5_0933,1033265.0,1033645.0,-,porin,Function unknown,H7C685,Op594
WA5_RS04860,WA5_RS04860,NC_020519.1,WA5_0934,1033977.0,1034741.0,+,lytic transglycosylase domain-containing protein,Cell wall/membrane/envelope biogenesis,A0A6L2REJ3,Op595
WA5_RS04865,eno,NC_020519.1,WA5_0935,1034948.0,1036225.0,+,phosphopyruvate hydratase,Carbohydrate transport and metabolism,R0JR26,Op596
WA5_RS04870,WA5_RS04870,NC_020519.1,WA5_0936,1036315.0,1036857.0,+,septum formation initiator family protein,"Cell cycle control, cell division, chromosome partitioning",Q8NRS0,Op597
WA5_RS04875,WA5_RS04875,NC_020519.1,WA5_0937,1036893.0,1037447.0,+,DUF501 domain-containing protein,Function unknown,A0A518TRX8,Op597
WA5_RS04880,ppx2,NC_020519.1,WA5_0938,1037447.0,1038412.0,+,exopolyphosphatase Ppx2,Nucleotide transport and metabolism,A0A0S2T3I0,Op597
WA5_RS04890,WA5_RS04890,NC_020519.1,WA5_0939,1038717.0,1039649.0,-,threonine/serine dehydratase,Amino acid transport and metabolism,Q8NRR7,Op598
WA5_RS04895,WA5_RS04895,NC_020519.1,WA5_0940,1039782.0,1039979.0,+,hypothetical protein,Coenzyme transport and metabolism,A0A1Q3DNV8,Op599
WA5_RS04900,WA5_RS04900,NC_020519.1,WA5_0941,1040001.0,1040327.0,+,dihydrofolate reductase family protein,Coenzyme transport and metabolism,,Op599
WA5_RS04905,WA5_RS04905,NC_020519.1,WA5_0942,1040493.0,1040684.0,+,PspC domain-containing protein,Transcription,Q8NRR4,Op600
WA5_RS04910,WA5_RS04910,NC_020519.1,WA5_0943,1040924.0,1041919.0,+,helix-turn-helix transcriptional regulator,Transcription,A0A1R4EM73,Op601
WA5_RS04915,WA5_RS04915,NC_020519.1,WA5_0944,1042026.0,1042844.0,+,Bax inhibitor-1/YccA family protein,Function unknown,Q8NRR2,Op602
WA5_RS04920,WA5_RS04920,,,,,,,No COG annotation,,
WA5_RS04925,greA,NC_020519.1,WA5_0946,1043770.0,1044294.0,-,transcription elongation factor GreA,Transcription,A0A0U4WU91,Op603
WA5_RS04930,WA5_RS04930,NC_020519.1,WA5_0947,1044473.0,1044958.0,-,DUF4307 domain-containing protein,Function unknown,R0JMH5,Op604
WA5_RS04935,mca,NC_020519.1,WA5_0948,1045157.0,1046032.0,+,mycothiol conjugate amidase Mca,Function unknown,Q8NRQ7,Op605
WA5_RS04940,WA5_RS04940,,,,,,,No COG annotation,,
WA5_RS04945,WA5_RS04945,NC_020519.1,WA5_0950,1046609.0,1047709.0,+,3-deoxy-7-phosphoheptulonate synthase,Amino acid transport and metabolism,P35170,Op606
WA5_RS04950,WA5_RS04950,NC_020519.1,WA5_0951,1047733.0,1048503.0,+,isoprenyl transferase,Coenzyme transport and metabolism,R0HYU5,Op606
WA5_RS04955,WA5_RS04955,NC_020519.1,WA5_0952,1048524.0,1049045.0,+,flavodoxin domain-containing protein,Energy production and conversion,A0A1Q3DNZ3,Op606
WA5_RS04960,coaA,NC_020519.1,WA5_0953,1049423.0,1050394.0,-,type I pantothenate kinase,Nucleotide transport and metabolism,,Op607
WA5_RS04965,glyA,NC_020519.1,WA5_0954,1050623.0,1051927.0,+,serine hydroxymethyltransferase,Amino acid transport and metabolism,R0JR15,Op608
WA5_RS04970,pabB,NC_020519.1,WA5_0955,1052020.0,1053882.0,+,aminodeoxychorismate synthase component I,Amino acid transport and metabolism,,Op609
WA5_RS04975,WA5_RS04975,NC_020519.1,WA5_0956,1053879.0,1054604.0,+,aminotransferase class IV,Amino acid transport and metabolism,Q8NRQ0,Op609
WA5_RS04980,WA5_RS04980,,,,,,,No COG annotation,,
WA5_RS04985,WA5_RS04985,NC_020519.1,WA5_0958,1055050.0,1055724.0,+,LysR family transcriptional regulator substrate-binding protein,Transcription,,Op611
WA5_RS04990,WA5_RS04990,NC_020519.1,WA5_0959,1055782.0,1056321.0,+,GNAT family N-acetyltransferase,Cell wall/membrane/envelope biogenesis,Q8NRP7,Op612
WA5_RS04995,WA5_RS04995,NC_020519.1,WA5_0960,1056318.0,1057199.0,-,biotin-dependent carboxyltransferase family protein,Amino acid transport and metabolism,Q8NRP6,Op613
WA5_RS05000,WA5_RS05000,NC_020519.1,WA5_0961,1057196.0,1057849.0,-,allophanate hydrolase subunit 1,Amino acid transport and metabolism,,Op613
WA5_RS05005,WA5_RS05005,NC_020519.1,WA5_0962,1057839.0,1058597.0,-,LamB/YcsF family protein,Function unknown,Q8NRP4,Op613
WA5_RS05010,WA5_RS05010,NC_020519.1,WA5_0963,1058620.0,1059930.0,-,divalent metal cation transporter,Inorganic ion transport and metabolism,,Op613
WA5_RS05015,WA5_RS05015,NC_020519.1,WA5_0965,1060141.0,1060794.0,+,GntR family transcriptional regulator,Transcription,A0A7I8ATC2,Op614
WA5_RS05020,WA5_RS05020,,,,,,,No COG annotation,,
WA5_RS05025,WA5_RS05025,NC_020519.1,WA5_0967,1062207.0,1063616.0,-,class II fumarate hydratase,Energy production and conversion,R0HYS9,Op616
WA5_RS05030,WA5_RS05030,NC_020519.1,WA5_0968,1063935.0,1064426.0,+,flavin reductase family protein,Function unknown,Q8NRN7,Op617
WA5_RS05035,WA5_RS05035,NC_020519.1,WA5_0969,1064474.0,1064737.0,-,hypothetical protein,No COG annotation,Q8NRN6,Op618
WA5_RS05040,WA5_RS05040,NC_020519.1,WA5_0970,1064750.0,1065145.0,-,hypothetical protein,No COG annotation,,Op618
WA5_RS05045,WA5_RS05045,NC_020519.1,WA5_0971,1065300.0,1065866.0,-,NAD(P)H-dependent oxidoreductase,Function unknown,,Op619
WA5_RS05050,WA5_RS05050,NC_020519.1,WA5_0972,1066109.0,1067572.0,+,LLM class flavin-dependent oxidoreductase,Energy production and conversion,,Op620
WA5_RS05055,WA5_RS05055,NC_020519.1,WA5_0973,1067569.0,1068651.0,+,acyl-CoA dehydrogenase family protein,Lipid transport and metabolism,Q8NRN2,Op620
WA5_RS05060,WA5_RS05060,NC_020519.1,WA5_0974,1068648.0,1069847.0,+,acyl-CoA dehydrogenase family protein,Lipid transport and metabolism,Q8NRN1,Op620
WA5_RS05065,WA5_RS05065,NC_020519.1,WA5_0975,1069958.0,1071136.0,+,LLM class flavin-dependent oxidoreductase,Energy production and conversion,Q8NRN0,Op621
WA5_RS05070,glpX,NC_020519.1,WA5_0976,1071475.0,1072482.0,-,class II fructose-bisphosphatase,Carbohydrate transport and metabolism,R0HYZ7,Op622
WA5_RS05075,WA5_RS05075,NC_020519.1,WA5_0977,1072675.0,1073247.0,+,DUF4245 domain-containing protein,Function unknown,Q8NRM8,Op623
WA5_RS05080,WA5_RS05080,NC_020519.1,WA5_0978,1073336.0,1075240.0,-,VWA domain-containing protein,Function unknown,,Op624
WA5_RS05085,WA5_RS05085,NC_020519.1,WA5_0979,1075325.0,1075552.0,-,hypothetical protein,Amino acid transport and metabolism,,Op625
WA5_RS05090,WA5_RS05090,NC_020519.1,WA5_0980,1075663.0,1075908.0,-,exodeoxyribonuclease VII small subunit,"Replication, recombination and repair",R0JQZ9,Op626
WA5_RS05095,xseA,NC_020519.1,WA5_0981,1075929.0,1077182.0,-,exodeoxyribonuclease VII large subunit,"Replication, recombination and repair",Q8NRM3,Op626
WA5_RS05100,WA5_RS05100,NC_020519.1,WA5_0982,1077296.0,1078273.0,+,4-hydroxy-3-methylbut-2-enyl diphosphate reductase,Lipid transport and metabolism,A0A1B4WJW7,Op627
WA5_RS05105,WA5_RS05105,NC_020519.1,WA5_0983,1078315.0,1079013.0,-,amino acid permease,Amino acid transport and metabolism,,Op628
WA5_RS05110,WA5_RS05110,NC_020519.1,WA5_0984,1079217.0,1080689.0,-,AI-2E family transporter,Function unknown,,Op629
WA5_RS05115,metS,NC_020519.1,WA5_0985,1080782.0,1080964.0,-,methionine/alanine import NSS transporter subunit MetS,Function unknown,Q8NRL9,Op630
WA5_RS05120,WA5_RS05120,NC_020519.1,WA5_0986,1080968.0,1082659.0,-,sodium-dependent transporter,"Intracellular trafficking, secretion, and vesicular transport",,Op630
WA5_RS05125,WA5_RS05125,NC_020519.1,WA5_0987,1082947.0,1084182.0,-,esterase family protein,Function unknown,Q8NRL7,Op631
WA5_RS05130,ychF,NC_020519.1,WA5_0988,1084379.0,1085464.0,+,redox-regulated ATPase YchF,"Translation, ribosomal structure and biogenesis",Q8NRL6,Op632
WA5_RS05135,WA5_RS05135,NC_020519.1,,1085498.0,1085779.0,+,type II toxin-antitoxin system RelE/ParE family toxin,Function unknown,,Op632
WA5_RS05140,WA5_RS05140,NC_020519.1,WA5_0989,1085790.0,1086089.0,+,HigA family addiction module antitoxin,Transcription,Q8NRL5,Op632
WA5_RS05145,WA5_RS05145,NC_020519.1,WA5_0990,1086086.0,1086919.0,+,ornithine carbamoyltransferase,Amino acid transport and metabolism,,Op632
WA5_RS05150,WA5_RS05150,NC_020519.1,WA5_0991,1087040.0,1087543.0,-,GNAT family N-acetyltransferase,"Translation, ribosomal structure and biogenesis",Q8NRL3,Op633
WA5_RS05155,WA5_RS05155,NC_020519.1,WA5_0992,1087660.0,1088217.0,-,SDR family NAD(P)-dependent oxidoreductase,Energy production and conversion,,Op634
WA5_RS05160,WA5_RS05160,NC_020519.1,WA5_0993,1088531.0,1089739.0,-,IS110 family transposase,"Replication, recombination and repair",Q8NRL1,Op635
WA5_RS05165,WA5_RS05165,NC_020519.1,WA5_0994,1090174.0,1093218.0,+,EAL domain-containing protein,Signal transduction mechanisms,,Op636
WA5_RS05170,WA5_RS05170,NC_020519.1,WA5_0995,1093226.0,1094695.0,+,glycosyltransferase family 2 protein,Cell wall/membrane/envelope biogenesis,,Op636
WA5_RS05175,WA5_RS05175,,,,,,,No COG annotation,,
WA5_RS05180,WA5_RS05180,NC_020519.1,WA5_0997,1095051.0,1095386.0,+,hypothetical protein,Function unknown,Q8NRK7,Op637
WA5_RS15675,WA5_RS15675,NC_020519.1,,1095383.0,1096056.0,-,transposase,"Replication, recombination and repair",,Op638
WA5_RS16455,WA5_RS16455,,,,,,,No COG annotation,,
WA5_RS05200,WA5_RS05200,NC_020519.1,,1096396.0,1096635.0,+,hypothetical protein,No COG annotation,,Op640
WA5_RS05205,WA5_RS05205,NC_020519.1,WA5_1001,1096742.0,1097110.0,-,SMI1/KNR4 family protein,Function unknown,Q8NRK2,Op641
WA5_RS05210,WA5_RS05210,NC_020519.1,WA5_1002,1097228.0,1097728.0,+,2'-5' RNA ligase family protein,"Translation, ribosomal structure and biogenesis",Q8NRK1,Op642
WA5_RS05215,WA5_RS05215,NC_020519.1,WA5_1003,1097791.0,1098594.0,+,aldo/keto reductase,Function unknown,,Op643
WA5_RS05220,WA5_RS05220,NC_020519.1,WA5_1004,1098608.0,1098931.0,+,carboxymuconolactone decarboxylase family protein,Function unknown,Q8NRJ9,Op643
WA5_RS05225,WA5_RS05225,NC_020519.1,WA5_1005,1099111.0,1099767.0,-,SDR family oxidoreductase,Carbohydrate transport and metabolism,,Op644
WA5_RS05230,WA5_RS05230,NC_020519.1,WA5_1006,1099958.0,1101655.0,+,SulP family inorganic anion transporter,"Intracellular trafficking, secretion, and vesicular transport",,Op645
WA5_RS05235,WA5_RS05235,NC_020519.1,WA5_1007,1102162.0,1102641.0,+,hypothetical protein,Inorganic ion transport and metabolism,,Op646
WA5_RS05240,WA5_RS05240,NC_020519.1,WA5_1008,1102739.0,1103194.0,+,hypothetical protein,Function unknown,,Op647
WA5_RS05245,WA5_RS05245,NC_020519.1,WA5_1009,1103191.0,1103526.0,+,hypothetical protein,Function unknown,,Op647
WA5_RS05250,WA5_RS05250,NC_020519.1,,1103711.0,1103920.0,-,hypothetical protein,No COG annotation,,Op648
WA5_RS16265,WA5_RS16265,NC_020519.1,WA5_1010,1103950.0,1104105.0,+,hypothetical protein,No COG annotation,Q8NRJ3,Op649
WA5_RS05260,WA5_RS05260,NC_020519.1,WA5_1011,1104099.0,1106057.0,-,VWA domain-containing protein,Function unknown,Q8NRJ2,Op650
WA5_RS05265,WA5_RS05265,NC_020519.1,WA5_1012,1106082.0,1107446.0,-,ATP-binding protein,Coenzyme transport and metabolism,,Op650
WA5_RS05270,WA5_RS05270,NC_020519.1,WA5_1013,1107502.0,1108203.0,+,histidine phosphatase family protein,Carbohydrate transport and metabolism,,Op651
WA5_RS05275,WA5_RS05275,NC_020519.1,WA5_1014,1108200.0,1108907.0,+,SCO1664 family protein,Chromatin structure and dynamics,Q8NRI9,Op651
WA5_RS05280,WA5_RS05280,NC_020519.1,WA5_1015,1108992.0,1109756.0,+,oxaloacetate decarboxylase,Carbohydrate transport and metabolism,Q8NRI8,Op652
WA5_RS05285,WA5_RS05285,NC_020519.1,,1109791.0,1111434.0,+,ATP-binding cassette domain-containing protein,Function unknown,,Op652
WA5_RS05290,WA5_RS05290,NC_020519.1,WA5_1017,1111421.0,1111819.0,-,OsmC family protein,"Post-translational modification, protein turnover, and chaperones",A0A6L2RF23,Op653
WA5_RS05295,WA5_RS05295,NC_020519.1,WA5_1018,1111888.0,1112232.0,+,zinc ribbon domain-containing protein YjdM,Inorganic ion transport and metabolism,R0JQW8,Op654
WA5_RS05300,WA5_RS05300,NC_020519.1,WA5_1019,1112480.0,1112956.0,-,MarR family winged helix-turn-helix transcriptional regulator,Transcription,Q8NRI4,Op655
WA5_RS05305,WA5_RS05305,NC_020519.1,WA5_1020,1113101.0,1114321.0,+,MFS transporter,Amino acid transport and metabolism,Q8NRI3,Op656
WA5_RS05310,WA5_RS05310,NC_020519.1,WA5_1021,1114485.0,1115795.0,+,ISL3 family transposase,"Replication, recombination and repair",Q8NL16,Op657
WA5_RS05315,WA5_RS05315,NC_020519.1,WA5_1022,1115828.0,1116904.0,-,cysteine desulfurase,Amino acid transport and metabolism,H7C6A0,Op658
WA5_RS05320,nadC,NC_020519.1,WA5_1023,1116904.0,1117743.0,-,carboxylating nicotinate-nucleotide diphosphorylase,Coenzyme transport and metabolism,Q8NRI1,Op658
WA5_RS05325,nadA,NC_020519.1,WA5_1024,1117747.0,1119033.0,-,quinolinate synthase NadA,Coenzyme transport and metabolism,,Op658
WA5_RS05330,WA5_RS05330,NC_020519.1,WA5_1025,1119082.0,1119726.0,-,NUDIX hydrolase,Nucleotide transport and metabolism,Q8NRH9,Op659
WA5_RS05335,WA5_RS05335,NC_020519.1,WA5_1026,1119883.0,1120806.0,+,DMT family transporter,Function unknown,,Op660
WA5_RS05340,WA5_RS05340,NC_020519.1,WA5_1027,1120829.0,1121431.0,-,MBL fold metallo-hydrolase,Function unknown,Q8NRH7,Op661
WA5_RS05345,WA5_RS05345,NC_020519.1,WA5_1028,1121464.0,1121808.0,-,MmcQ/YjbR family DNA-binding protein,Function unknown,Q8NRH6,Op661
WA5_RS05350,WA5_RS05350,NC_020519.1,WA5_1029,1121814.0,1122872.0,-,lipoate--protein ligase family protein,Coenzyme transport and metabolism,,Op661
WA5_RS16130,WA5_RS16130,NC_020519.1,,1122871.0,1123029.0,+,hypothetical protein,No COG annotation,,Op662
WA5_RS05355,WA5_RS05355,NC_020519.1,WA5_1030,1123050.0,1123463.0,+,glyoxalase/bleomycin resistance/extradiol dioxygenase family protein,Function unknown,Q8NRH4,Op662
WA5_RS05360,WA5_RS05360,NC_020519.1,WA5_1031,1123530.0,1124825.0,-,aromatic acid/H+ symport family MFS transporter,Amino acid transport and metabolism,Q8NRH3,Op663
WA5_RS05365,WA5_RS05365,NC_020519.1,WA5_1032,1124832.0,1126019.0,-,4-hydroxybenzoate 3-monooxygenase,Energy production and conversion,Q8NRH2,Op663
WA5_RS05370,WA5_RS05370,NC_020519.1,WA5_1033,1126406.0,1127011.0,+,ECF transporter S component,Function unknown,R0HYU1,Op664
WA5_RS05375,WA5_RS05375,NC_020519.1,WA5_1034,1127012.0,1128352.0,+,energy-coupling factor ABC transporter ATP-binding protein,Inorganic ion transport and metabolism,,Op664
WA5_RS05380,WA5_RS05380,NC_020519.1,WA5_1035,1128349.0,1129104.0,+,energy-coupling factor transporter transmembrane protein EcfT,Inorganic ion transport and metabolism,A0A0U4XSA0,Op664
WA5_RS05385,WA5_RS05385,NC_020519.1,WA5_1036,1129101.0,1129634.0,+,hypothetical protein,Carbohydrate transport and metabolism,A0A6L2REV6,Op664
WA5_RS05390,WA5_RS05390,NC_020519.1,WA5_1037,1129654.0,1130706.0,+,calcium:proton antiporter,Inorganic ion transport and metabolism,Q8NRG7,Op664
WA5_RS05395,WA5_RS05395,NC_020519.1,WA5_1038,1130726.0,1131430.0,+,PIG-L family deacetylase,Function unknown,,Op664
